topic,variety
Topic 236,Tempranillo Blend
Topic 236,Sagrantino
Topic 236,Barbera
Topic 236,Merlot
Topic 237,Sherry
Topic 237,Merlot
Topic 237,Zinfandel
Topic 237,Zinfandel
Topic 237,Petite Sirah
Topic 237,Merlot
Topic 237,Zinfandel
Topic 237,Gewürztraminer
Topic 237,Cabernet Sauvignon
Topic 237,Red Blend
Topic 237,Nebbiolo
Topic 237,Cabernet Sauvignon
Topic 237,Monastrell
Topic 237,Zinfandel
Topic 237,Tempranillo Blend
Topic 237,Negroamaro
Topic 237,Sparkling Blend
Topic 237,Tinta de Toro
Topic 237,Merlot
Topic 237,Red Blend
Topic 237,Riesling
Topic 237,Red Blend
Topic 237,Zinfandel
Topic 237,Pinot Noir
Topic 237,Zinfandel
Topic 238,Pinot Noir
Topic 238,Port
Topic 238,Syrah
Topic 238,Rhône-style Red Blend
Topic 238,Merlot
Topic 238,Sauvignon Blanc
Topic 238,Meritage
Topic 238,Cabernet Sauvignon
Topic 238,Pinot Noir
Topic 238,Furmint
Topic 238,Grillo
Topic 238,Zinfandel
Topic 238,Merlot
Topic 238,Red Blend
Topic 238,Sangiovese
Topic 238,Cabernet Sauvignon
Topic 238,Petite Sirah
Topic 238,Blaufränkisch
Topic 238,Zinfandel
Topic 238,"Corvina, Rondinella, Molinara"
Topic 238,Red Blend
Topic 238,Xinomavro
Topic 238,Grenache
Topic 238,Syrah
Topic 238,Red Blend
Topic 239,Plavac Mali
Topic 239,Cabernet Franc
Topic 239,Bordeaux-style Red Blend
Topic 239,Zinfandel
Topic 239,Chardonnay
Topic 239,Red Blend
Topic 239,Sangiovese
Topic 239,Merlot
Topic 239,Barbera
Topic 239,Malbec
Topic 239,St. Laurent
Topic 239,Red Blend
Topic 239,Champagne Blend
Topic 239,Pinot Noir
Topic 239,Bordeaux-style Red Blend
Topic 239,Chardonnay
Topic 239,Sauvignon Blanc
Topic 239,Chardonnay
Topic 239,Pinot Noir
Topic 239,Zinfandel
Topic 239,Dornfelder
Topic 239,Red Blend
Topic 239,Merlot
Topic 239,Chardonnay
Topic 239,Sangiovese
Topic 240,Red Blend
Topic 240,Red Blend
Topic 240,Zinfandel
Topic 240,Red Blend
Topic 240,Zinfandel
Topic 240,Tempranillo Blend
Topic 240,Nebbiolo
Topic 240,Dolcetto
Topic 240,Zinfandel
Topic 240,Merlot
Topic 240,Rhône-style Red Blend
Topic 240,Nebbiolo
Topic 240,Merlot
Topic 240,Merlot
Topic 240,Garganega
Topic 240,Tinta de Toro
Topic 240,Zinfandel
Topic 240,Roussanne
Topic 240,Tempranillo Blend
Topic 240,Cabernet Sauvignon
Topic 240,Red Blend
Topic 240,Graciano
Topic 240,Shiraz-Tempranillo
Topic 240,Tempranillo
Topic 240,Zinfandel
Topic 241,Merlot
Topic 241,Pinot Noir
Topic 241,Pinot Noir
Topic 241,Zinfandel
Topic 241,Red Blend
Topic 241,Merlot
Topic 241,Pinot Noir
Topic 241,Pinot Gris
Topic 241,Pinot Noir
Topic 241,Portuguese Red
Topic 241,Bordeaux-style Red Blend
Topic 241,Chardonnay
Topic 241,Bordeaux-style Red Blend
Topic 241,Red Blend
Topic 241,Bordeaux-style Red Blend
Topic 241,Bordeaux-style Red Blend
Topic 241,Bordeaux-style Red Blend
Topic 241,Red Blend
Topic 241,Cabernet Sauvignon
Topic 241,Pinot Noir
Topic 241,Cabernet Sauvignon
Topic 241,Chardonnay
Topic 241,Syrah
Topic 241,Viognier
Topic 241,Zinfandel
Topic 242,Bordeaux-style Red Blend
Topic 242,Red Blend
Topic 242,Cabernet Franc
Topic 242,Merlot
Topic 242,Syrah
Topic 242,Malbec
Topic 242,Cabernet Sauvignon
Topic 242,Merlot
Topic 242,Rhône-style Red Blend
Topic 242,Rhône-style Red Blend
Topic 242,Merlot
Topic 242,Petit Verdot
Topic 242,Charbono
Topic 242,Meritage
Topic 242,Kalecik Karasi
Topic 242,Cabernet Sauvignon
Topic 242,Shiraz
Topic 242,Cabernet Franc
Topic 242,Cabernet Sauvignon
Topic 242,Cabernet Sauvignon
Topic 242,Xinomavro
Topic 242,Zinfandel
Topic 242,Pinot Noir
Topic 242,Zinfandel
Topic 242,Syrah
Topic 243,Cabernet Sauvignon
Topic 243,Cabernet Sauvignon
Topic 243,Zinfandel
Topic 243,Zinfandel
Topic 243,Cabernet Sauvignon
Topic 243,Merlot
Topic 243,Merlot
Topic 243,Syrah
Topic 243,Syrah
Topic 243,Cabernet Sauvignon
Topic 243,Zinfandel
Topic 243,Dolcetto
Topic 243,Cabernet Sauvignon
Topic 243,Cabernet Sauvignon
Topic 243,Chardonnay
Topic 243,Cabernet Sauvignon
Topic 243,Zinfandel
Topic 243,Cabernet Sauvignon
Topic 243,Zinfandel
Topic 243,Cabernet Sauvignon
Topic 243,Cabernet Sauvignon
Topic 243,Roditis
Topic 243,Sauvignon Blanc
Topic 243,Cabernet Sauvignon
Topic 243,Merlot
Topic 244,Cabernet Sauvignon
Topic 244,Zinfandel
Topic 244,Cabernet Franc
Topic 244,Pinot Noir
Topic 244,Cabernet Sauvignon
Topic 244,Zinfandel
Topic 244,Pinot Noir
Topic 244,Shiraz
Topic 244,Pinot Noir
Topic 244,Cabernet Franc
Topic 244,Pinot Noir
Topic 244,Pinot Noir
Topic 244,Riesling
Topic 244,Merlot
Topic 244,Zinfandel
Topic 244,Shiraz-Cabernet Sauvignon
Topic 244,Pinot Noir
Topic 244,Zinfandel
Topic 244,Cabernet Sauvignon
Topic 244,Riesling
Topic 244,Riesling
Topic 244,Pinot Noir
Topic 244,Syrah
Topic 244,Zinfandel
Topic 244,Pinot Noir
Topic 245,Bordeaux-style Red Blend
Topic 245,Syrah
Topic 245,Pinot Noir
Topic 245,Cabernet Sauvignon
Topic 245,Chardonnay
Topic 245,Prosecco
Topic 245,Pinot Noir
Topic 245,White Blend
Topic 245,Sangiovese Grosso
Topic 245,Red Blend
Topic 245,Cabernet Sauvignon
Topic 245,Syrah-Grenache
Topic 245,Tempranillo
Topic 245,Pinot Noir
Topic 245,Sparkling Blend
Topic 245,Portuguese Red
Topic 245,Carignan-Grenache
Topic 245,Merlot
Topic 245,Austrian Red Blend
Topic 245,Red Blend
Topic 245,Pinot Noir
Topic 245,Tempranillo
Topic 245,Red Blend
Topic 245,Red Blend
Topic 245,Petite Sirah
Topic 246,Merlot
Topic 246,Cabernet Sauvignon
Topic 246,Sangiovese
Topic 246,Syrah
Topic 246,Merlot
Topic 246,Cabernet Sauvignon
Topic 246,Red Blend
Topic 246,Port
Topic 246,Cabernet Sauvignon
Topic 246,Rhône-style Red Blend
Topic 246,Bordeaux-style White Blend
Topic 246,Syrah
Topic 246,Pinot Noir
Topic 246,Cabernet Sauvignon
Topic 246,Petite Sirah
Topic 246,Riesling
Topic 246,Cabernet Sauvignon
Topic 246,Cabernet Sauvignon
Topic 246,Pinot Noir
Topic 246,Chardonnay
Topic 246,Zinfandel
Topic 246,Zinfandel
Topic 246,Red Blend
Topic 246,Chardonnay
Topic 246,Cabernet Sauvignon
Topic 247,Merlot
Topic 247,Cabernet Sauvignon
Topic 247,Cabernet Sauvignon
Topic 247,Cabernet Sauvignon
Topic 247,Merlot
Topic 247,Sangiovese
Topic 247,Merlot
Topic 247,Syrah
Topic 247,Cabernet Sauvignon
Topic 247,Port
Topic 247,Bordeaux-style Red Blend
Topic 247,Merlot
Topic 247,Chardonnay
Topic 247,Red Blend
Topic 247,Pinot Noir
Topic 247,Bordeaux-style Red Blend
Topic 247,Cabernet Sauvignon
Topic 247,Pinot Noir
Topic 247,Zinfandel
Topic 247,Red Blend
Topic 247,Chardonnay
Topic 247,Bordeaux-style Red Blend
Topic 247,Chardonnay
Topic 247,Red Blend
Topic 247,Rosé
Topic 248,Cabernet Sauvignon
Topic 248,Red Blend
Topic 248,Merlot
Topic 248,Red Blend
Topic 248,Red Blend
Topic 248,Chardonnay
Topic 248,Zinfandel
Topic 248,Cabernet Sauvignon
Topic 248,Merlot
Topic 248,Petite Sirah
Topic 248,Merlot
Topic 248,Cabernet Sauvignon
Topic 248,Chardonnay
Topic 248,Cabernet Sauvignon
Topic 248,Sauvignon Blanc
Topic 248,Cabernet Sauvignon
Topic 248,Cabernet Sauvignon
Topic 248,Merlot
Topic 248,Bordeaux-style Red Blend
Topic 248,Chardonnay
Topic 248,Merlot
Topic 248,Pinot Noir
Topic 248,Cabernet Sauvignon
Topic 248,Sparkling Blend
Topic 248,Cabernet Sauvignon
Topic 249,Chenin Blanc
Topic 249,Malbec
Topic 249,Nebbiolo
Topic 249,Riesling
Topic 249,Pinot Blanc
Topic 249,Cabernet Sauvignon
Topic 249,White Blend
Topic 249,"Corvina, Rondinella, Molinara"
Topic 249,Red Blend
Topic 249,Pinot Noir
Topic 249,Merlot
Topic 249,Dolcetto
Topic 249,Pinot Grigio
Topic 249,Merlot
Topic 249,Pinot Noir
Topic 249,Glera
Topic 249,Sauvignon Blanc
Topic 249,Sparkling Blend
Topic 249,Red Blend
Topic 249,Chambourcin
Topic 249,Garganega
Topic 249,Merlot
Topic 249,Chardonnay
Topic 249,Pinot Noir
Topic 249,Barbera
